usage_id,project_id,equipment_id,usage_date,operating_hours,idle_hours,available_hours,fuel_consumed_litres,maintenance_cost_myr
USE001829,PRJ001,EQP013,2025-03-21,4.89,7.11,12.0,28.28,667.65
USE001830,PRJ001,EQP013,2025-03-22,2.9,5.1,8.0,24.69,0.0
USE001831,PRJ001,EQP013,2025-03-26,6.79,3.21,10.0,138.96,2455.04
USE001832,PRJ001,EQP013,2025-03-27,7.7,2.3,10.0,111.18,0.0
USE001833,PRJ001,EQP013,2025-03-28,3.56,8.44,12.0,38.69,0.0
USE001834,PRJ001,EQP013,2025-04-04,15.56,0.44,16.0,182.77,1610.09
USE001835,PRJ001,EQP013,2025-04-05,4.57,3.43,8.0,83.52,0.0
USE001836,PRJ001,EQP013,2025-04-06,4.15,11.85,16.0,41.68,0.0
USE001837,PRJ001,EQP013,2025-04-09,8.56,1.44,10.0,84.61,0.0
USE001838,PRJ001,EQP013,2025-04-12,4.2,3.8,8.0,71.94,0.0
USE001839,PRJ001,EQP013,2025-04-15,3.24,6.76,10.0,53.81,0.0
USE001840,PRJ001,EQP013,2025-04-16,22.71,1.29,24.0,196.31,0.0
USE001841,PRJ001,EQP013,2025-04-17,5.99,6.01,12.0,120.31,0.0
USE001842,PRJ001,EQP013,2025-04-18,2.46,7.54,10.0,31.04,0.0
USE001843,PRJ001,EQP013,2025-04-22,5.75,10.25,16.0,92.29,150.6
USE001844,PRJ001,EQP013,2025-04-26,3.55,6.45,10.0,23.92,2780.58
USE001845,PRJ001,EQP013,2025-05-01,5.52,2.48,8.0,57.17,2532.32
USE001846,PRJ001,EQP013,2025-05-07,6.77,3.23,10.0,76.47,1856.6
USE001847,PRJ001,EQP013,2025-05-08,2.83,5.17,8.0,52.33,0.0
USE001848,PRJ001,EQP013,2025-05-10,7.19,2.81,10.0,154.76,0.0
USE001849,PRJ001,EQP013,2025-05-13,11.26,0.74,12.0,182.49,0.0
USE001850,PRJ001,EQP013,2025-05-14,1.53,14.47,16.0,21.08,0.0
USE001851,PRJ001,EQP013,2025-05-15,6.85,1.15,8.0,132.54,1904.03
USE001852,PRJ001,EQP013,2025-05-17,7.63,0.37,8.0,44.49,274.79
USE001853,PRJ001,EQP013,2025-05-18,7.75,2.25,10.0,130.97,1993.21
USE001854,PRJ001,EQP013,2025-05-19,10.43,1.57,12.0,72.66,3437.77
USE001855,PRJ001,EQP013,2025-05-21,14.48,1.52,16.0,161.92,0.0
USE001856,PRJ001,EQP013,2025-05-23,4.09,3.91,8.0,85.36,0.0
USE001857,PRJ001,EQP013,2025-05-24,7.89,2.11,10.0,111.66,0.0
USE001858,PRJ001,EQP013,2025-05-27,5.77,2.23,8.0,52.39,0.0
USE001859,PRJ001,EQP013,2025-06-01,6.38,5.62,12.0,121.98,0.0
USE001860,PRJ001,EQP013,2025-06-02,2.18,9.82,12.0,38.12,0.0
USE001861,PRJ001,EQP013,2025-06-03,5.94,4.06,10.0,121.35,0.0
USE001862,PRJ001,EQP013,2025-06-05,4.15,7.85,12.0,69.46,2613.56
USE001863,PRJ001,EQP013,2025-06-07,2.61,7.39,10.0,49.22,2864.31
USE001864,PRJ001,EQP013,2025-06-11,5.5,6.5,12.0,73.62,2365.89
USE001865,PRJ001,EQP013,2025-06-12,5.43,2.57,8.0,37.31,0.0
USE001866,PRJ001,EQP013,2025-06-18,3.83,8.17,12.0,79.62,0.0
USE001867,PRJ001,EQP013,2025-06-19,1.87,8.13,10.0,28.67,0.0
USE001868,PRJ001,EQP013,2025-06-20,8.71,3.29,12.0,83.24,729.4
USE001869,PRJ001,EQP013,2025-06-21,5.34,4.66,10.0,87.87,0.0
USE001870,PRJ001,EQP013,2025-06-23,5.79,4.21,10.0,114.72,0.0
USE001871,PRJ001,EQP013,2025-07-03,2.94,5.06,8.0,30.23,0.0
USE001872,PRJ001,EQP013,2025-07-07,11.98,0.02,12.0,60.05,786.9
USE001873,PRJ001,EQP013,2025-07-10,5.81,2.19,8.0,71.26,1192.85
USE001874,PRJ001,EQP013,2025-07-11,2.59,13.41,16.0,26.8,0.0
USE001875,PRJ001,EQP013,2025-07-14,7.34,2.66,10.0,112.56,0.0
USE001876,PRJ001,EQP013,2025-07-15,8.86,1.14,10.0,139.54,3032.26
USE001877,PRJ001,EQP013,2025-07-16,1.72,8.28,10.0,27.8,0.0
USE001878,PRJ001,EQP013,2025-07-20,4.68,3.32,8.0,92.88,1545.38
USE001879,PRJ001,EQP013,2025-07-25,9.98,0.02,10.0,131.78,0.0
USE001880,PRJ001,EQP013,2025-07-26,5.87,4.13,10.0,121.24,0.0
USE001881,PRJ001,EQP013,2025-07-27,6.81,1.19,8.0,42.1,0.0
USE001882,PRJ001,EQP013,2025-07-28,4.19,5.81,10.0,53.75,0.0
USE001883,PRJ001,EQP013,2025-07-30,5.1,6.9,12.0,106.38,0.0
USE001884,PRJ001,EQP013,2025-07-31,3.48,6.52,10.0,21.58,0.0
USE001885,PRJ001,EQP013,2025-08-02,3.39,6.61,10.0,23.13,0.0
USE001886,PRJ001,EQP013,2025-08-04,4.1,7.9,12.0,73.28,0.0
USE001887,PRJ001,EQP013,2025-08-08,6.93,3.07,10.0,124.86,1969.97
USE001888,PRJ001,EQP013,2025-08-10,7.0,3.0,10.0,92.06,0.0
USE001889,PRJ001,EQP013,2025-08-11,1.71,6.29,8.0,19.36,1739.11
USE001890,PRJ001,EQP013,2025-08-14,5.32,2.68,8.0,100.08,0.0
USE001891,PRJ001,EQP013,2025-08-15,9.02,6.98,16.0,182.95,0.0
USE001892,PRJ001,EQP013,2025-08-17,1.56,22.44,24.0,15.37,0.0
USE001893,PRJ001,EQP013,2025-08-19,6.32,3.68,10.0,100.19,0.0
USE001894,PRJ001,EQP013,2025-08-20,1.94,8.06,10.0,10.85,0.0
USE001895,PRJ001,EQP013,2025-08-24,19.58,4.42,24.0,218.27,1409.92
USE001896,PRJ001,EQP013,2025-08-27,10.29,1.71,12.0,202.63,717.12
USE001897,PRJ001,EQP013,2025-08-28,3.24,4.76,8.0,49.0,3193.62
USE001898,PRJ001,EQP013,2025-08-29,11.1,4.9,16.0,179.03,0.0
USE001899,PRJ001,EQP013,2025-08-30,7.23,2.77,10.0,133.57,0.0
USE001900,PRJ001,EQP013,2025-09-07,6.57,3.43,10.0,130.7,0.0
USE001901,PRJ001,EQP013,2025-09-08,3.89,4.11,8.0,72.58,0.0
USE001902,PRJ001,EQP013,2025-09-09,6.8,5.2,12.0,100.26,0.0
USE001903,PRJ001,EQP013,2025-09-10,1.66,10.34,12.0,8.37,0.0
USE001904,PRJ001,EQP013,2025-09-15,4.61,5.39,10.0,71.21,0.0
USE001905,PRJ001,EQP013,2025-09-18,5.56,10.44,16.0,43.16,3435.68
USE001906,PRJ001,EQP013,2025-09-20,1.79,14.21,16.0,23.74,0.0
USE001907,PRJ001,EQP013,2025-09-21,6.3,3.7,10.0,34.22,666.65
USE001908,PRJ001,EQP013,2025-09-25,9.45,6.55,16.0,127.52,0.0
USE001909,PRJ001,EQP013,2025-09-26,4.78,5.22,10.0,29.89,0.0
USE001910,PRJ001,EQP013,2025-09-27,1.87,6.13,8.0,15.46,0.0
USE001911,PRJ001,EQP013,2025-09-30,4.17,3.83,8.0,55.01,0.0
USE001912,PRJ001,EQP013,2025-10-01,7.03,2.97,10.0,107.7,0.0
USE001913,PRJ001,EQP013,2025-10-03,2.71,5.29,8.0,53.93,3271.07
USE001914,PRJ001,EQP013,2025-10-04,3.41,12.59,16.0,55.07,0.0
USE001915,PRJ001,EQP013,2025-10-07,7.77,2.23,10.0,101.61,0.0
USE001916,PRJ001,EQP013,2025-10-08,3.96,4.04,8.0,28.44,0.0
USE001917,PRJ001,EQP013,2025-10-09,4.3,3.7,8.0,75.37,0.0
USE001918,PRJ001,EQP013,2025-10-13,4.81,3.19,8.0,50.84,0.0
USE001919,PRJ001,EQP013,2025-10-14,2.95,7.05,10.0,30.83,0.0
USE001920,PRJ001,EQP013,2025-10-20,15.63,8.37,24.0,103.9,0.0
USE001921,PRJ001,EQP013,2025-10-22,14.73,1.27,16.0,212.57,552.43
USE001922,PRJ001,EQP013,2025-10-30,1.86,6.14,8.0,16.03,0.0
USE001923,PRJ001,EQP013,2025-10-31,9.52,0.48,10.0,154.53,0.0
USE001924,PRJ001,EQP013,2025-11-05,6.37,3.63,10.0,108.98,1168.59
USE001925,PRJ001,EQP013,2025-11-06,7.46,2.54,10.0,139.86,0.0
USE001926,PRJ001,EQP013,2025-11-11,11.25,0.75,12.0,206.91,0.0
USE001927,PRJ001,EQP013,2025-11-13,11.56,0.44,12.0,132.09,0.0
USE001928,PRJ001,EQP013,2025-11-15,6.35,3.65,10.0,77.61,0.0
USE001929,PRJ001,EQP013,2025-11-16,7.09,4.91,12.0,148.2,0.0
USE001930,PRJ001,EQP013,2025-11-19,6.45,1.55,8.0,127.63,2776.6
USE001931,PRJ001,EQP013,2025-11-20,2.79,9.21,12.0,59.47,1243.27
USE001932,PRJ001,EQP013,2025-11-22,6.3,1.7,8.0,120.74,0.0
USE001933,PRJ001,EQP013,2025-11-23,8.13,3.87,12.0,166.08,0.0
USE001934,PRJ001,EQP013,2025-11-25,23.23,0.77,24.0,364.04,0.0
USE001935,PRJ001,EQP013,2025-11-29,12.78,3.22,16.0,89.71,0.0
USE001936,PRJ001,EQP013,2025-12-02,5.71,6.29,12.0,29.37,0.0
USE001937,PRJ001,EQP013,2025-12-05,5.38,4.62,10.0,90.96,0.0
USE001938,PRJ001,EQP013,2025-12-06,8.03,1.97,10.0,147.69,0.0
USE001939,PRJ001,EQP013,2025-12-08,3.37,6.63,10.0,54.83,0.0
USE001940,PRJ001,EQP013,2025-12-11,12.44,3.56,16.0,164.96,1045.67
USE001941,PRJ001,EQP013,2025-12-14,3.91,6.09,10.0,26.17,0.0
USE001942,PRJ001,EQP013,2025-12-16,6.93,1.07,8.0,97.91,0.0
USE001943,PRJ001,EQP013,2025-12-20,6.51,3.49,10.0,140.36,0.0
USE001944,PRJ001,EQP013,2025-12-21,12.91,3.09,16.0,194.36,1161.81
USE001945,PRJ001,EQP013,2025-12-25,6.29,1.71,8.0,133.63,0.0
USE001946,PRJ001,EQP013,2025-12-26,4.05,3.95,8.0,88.45,0.0
USE001947,PRJ001,EQP013,2025-12-27,6.19,3.81,10.0,42.74,0.0
USE001948,PRJ001,EQP013,2025-12-28,3.94,6.06,10.0,22.32,0.0
USE001949,PRJ001,EQP013,2025-12-30,8.52,3.48,12.0,141.76,1994.62
USE001950,PRJ001,EQP013,2025-12-31,2.74,5.26,8.0,46.45,1274.74
USE001951,PRJ002,EQP014,2025-01-02,11.58,4.42,16.0,214.62,2320.31
USE001952,PRJ002,EQP014,2025-01-03,8.44,1.56,10.0,74.82,1594.87
USE001953,PRJ002,EQP014,2025-01-06,6.69,1.31,8.0,87.16,0.0
USE001954,PRJ002,EQP014,2025-01-11,7.36,2.64,10.0,58.81,0.0
USE001955,PRJ002,EQP014,2025-01-13,2.85,21.15,24.0,59.31,0.0
USE001956,PRJ002,EQP014,2025-01-14,7.39,0.61,8.0,118.35,0.0
USE001957,PRJ002,EQP014,2025-01-18,1.92,6.08,8.0,11.22,0.0
USE001958,PRJ002,EQP014,2025-01-23,4.12,3.88,8.0,82.03,1418.16
USE001959,PRJ002,EQP014,2025-01-24,7.93,0.07,8.0,59.2,0.0
USE001960,PRJ002,EQP014,2025-01-25,8.1,7.9,16.0,87.02,2545.79
USE001961,PRJ002,EQP014,2025-01-28,6.43,3.57,10.0,140.52,0.0
USE001962,PRJ002,EQP014,2025-02-01,5.07,6.93,12.0,72.78,3278.46
USE001963,PRJ002,EQP014,2025-02-04,7.82,0.18,8.0,158.94,0.0
USE001964,PRJ002,EQP014,2025-02-05,10.72,1.28,12.0,93.8,0.0
USE001965,PRJ002,EQP014,2025-02-07,9.52,0.48,10.0,200.74,0.0
USE001966,PRJ002,EQP014,2025-02-08,11.56,4.44,16.0,229.09,0.0
USE001967,PRJ002,EQP014,2025-02-09,9.47,2.53,12.0,116.12,1464.28
USE001968,PRJ002,EQP014,2025-02-12,2.0,8.0,10.0,40.55,0.0
USE001969,PRJ002,EQP014,2025-02-17,7.79,2.21,10.0,92.8,0.0
USE001970,PRJ002,EQP014,2025-02-19,3.11,4.89,8.0,30.52,0.0
USE001971,PRJ002,EQP014,2025-02-21,5.84,6.16,12.0,108.18,0.0
USE001972,PRJ002,EQP014,2025-02-23,8.57,3.43,12.0,108.35,0.0
USE001973,PRJ002,EQP014,2025-02-24,1.72,8.28,10.0,22.7,0.0
USE001974,PRJ002,EQP014,2025-02-27,8.41,1.59,10.0,94.48,0.0
USE001975,PRJ002,EQP014,2025-02-28,3.82,6.18,10.0,58.02,0.0
USE001976,PRJ002,EQP014,2025-03-01,7.02,2.98,10.0,90.7,0.0
USE001977,PRJ002,EQP014,2025-03-02,3.98,6.02,10.0,81.02,0.0
USE001978,PRJ002,EQP014,2025-03-06,5.11,4.89,10.0,105.16,0.0
USE001979,PRJ002,EQP014,2025-03-07,8.97,3.03,12.0,49.73,0.0
USE001980,PRJ002,EQP014,2025-03-08,5.03,4.97,10.0,74.47,0.0
USE001981,PRJ002,EQP014,2025-03-09,4.92,3.08,8.0,60.42,0.0
USE001982,PRJ002,EQP014,2025-03-11,8.43,3.57,12.0,185.11,242.48
USE001983,PRJ002,EQP014,2025-03-12,5.05,10.95,16.0,90.35,501.69
USE001984,PRJ002,EQP014,2025-03-15,4.24,5.76,10.0,37.64,0.0
USE001985,PRJ002,EQP014,2025-03-16,5.44,2.56,8.0,74.11,0.0
USE001986,PRJ002,EQP014,2025-03-17,15.81,0.19,16.0,171.02,0.0
USE001987,PRJ002,EQP014,2025-03-18,9.33,0.67,10.0,170.65,2945.53
USE001988,PRJ002,EQP014,2025-03-19,6.57,1.43,8.0,59.29,2654.06
USE001989,PRJ002,EQP014,2025-03-20,10.88,1.12,12.0,147.26,0.0
USE001990,PRJ002,EQP014,2025-03-25,3.03,4.97,8.0,66.34,0.0
USE001991,PRJ002,EQP014,2025-03-26,9.96,6.04,16.0,124.52,1316.09
USE001992,PRJ002,EQP014,2025-03-28,6.76,1.24,8.0,133.26,1298.87
USE001993,PRJ002,EQP014,2025-03-31,8.4,3.6,12.0,134.86,0.0
USE001994,PRJ002,EQP014,2025-04-02,9.4,2.6,12.0,49.77,0.0
USE001995,PRJ002,EQP014,2025-04-04,15.18,0.82,16.0,226.6,0.0
USE001996,PRJ002,EQP014,2025-04-14,5.41,10.59,16.0,72.38,0.0
USE001997,PRJ002,EQP014,2025-04-15,5.13,10.87,16.0,95.05,0.0
USE001998,PRJ002,EQP014,2025-04-19,2.64,9.36,12.0,31.23,0.0
USE001999,PRJ002,EQP014,2025-04-21,6.22,1.78,8.0,103.74,0.0
USE002000,PRJ002,EQP014,2025-04-23,4.24,5.76,10.0,37.78,0.0
USE002001,PRJ002,EQP014,2025-04-26,8.38,3.62,12.0,122.97,2512.85
USE002002,PRJ002,EQP014,2025-04-28,8.7,1.3,10.0,129.61,0.0
USE002003,PRJ002,EQP014,2025-05-02,6.05,3.95,10.0,113.06,0.0
USE002004,PRJ002,EQP014,2025-05-03,7.7,2.3,10.0,54.7,0.0
USE002005,PRJ002,EQP014,2025-05-04,10.55,1.45,12.0,76.78,0.0
USE002006,PRJ002,EQP014,2025-05-09,9.45,2.55,12.0,202.92,1767.91
USE002007,PRJ002,EQP014,2025-05-12,7.23,4.77,12.0,135.86,0.0
USE002008,PRJ002,EQP014,2025-05-17,5.67,6.33,12.0,74.19,0.0
USE002009,PRJ002,EQP014,2025-05-18,8.68,3.32,12.0,60.46,0.0
USE002010,PRJ002,EQP014,2025-05-20,7.88,0.12,8.0,115.59,713.0
USE002011,PRJ002,EQP014,2025-05-26,4.47,11.53,16.0,25.48,1907.06
USE002012,PRJ002,EQP014,2025-05-29,3.27,8.73,12.0,47.52,0.0
USE002013,PRJ002,EQP014,2025-05-30,3.41,12.59,16.0,58.09,1834.61
USE002014,PRJ002,EQP014,2025-05-31,2.88,7.12,10.0,51.0,0.0
USE002015,PRJ002,EQP014,2025-06-01,5.46,2.54,8.0,118.37,0.0
USE002016,PRJ002,EQP014,2025-06-04,8.92,1.08,10.0,126.17,1857.69
USE002017,PRJ002,EQP014,2025-06-05,5.27,2.73,8.0,98.54,0.0
USE002018,PRJ002,EQP014,2025-06-06,8.79,7.21,16.0,136.71,0.0
USE002019,PRJ002,EQP014,2025-06-08,6.95,1.05,8.0,42.69,0.0
USE002020,PRJ002,EQP014,2025-06-10,3.0,13.0,16.0,21.26,2619.35
USE002021,PRJ002,EQP014,2025-06-12,4.54,7.46,12.0,90.99,0.0
USE002022,PRJ002,EQP014,2025-06-13,11.9,0.1,12.0,215.6,0.0
USE002023,PRJ002,EQP014,2025-06-17,19.78,4.22,24.0,370.09,790.99
USE002024,PRJ002,EQP014,2025-06-19,14.28,1.72,16.0,216.3,2329.6
USE002025,PRJ002,EQP014,2025-06-21,3.06,6.94,10.0,49.49,0.0
USE002026,PRJ002,EQP014,2025-06-26,9.16,0.84,10.0,62.8,0.0
USE002027,PRJ002,EQP014,2025-06-28,4.41,11.59,16.0,26.12,0.0
USE002028,PRJ002,EQP014,2025-07-02,7.75,2.25,10.0,117.94,0.0
USE002029,PRJ002,EQP014,2025-07-03,3.81,6.19,10.0,71.09,1327.98
USE002030,PRJ002,EQP014,2025-07-06,7.95,4.05,12.0,79.52,1341.75
USE002031,PRJ002,EQP014,2025-07-11,4.27,5.73,10.0,22.58,0.0
USE002032,PRJ002,EQP014,2025-07-14,4.07,11.93,16.0,62.25,1630.59
USE002033,PRJ002,EQP014,2025-07-15,5.81,2.19,8.0,36.94,0.0
USE002034,PRJ002,EQP014,2025-07-16,9.11,2.89,12.0,175.97,0.0
USE002035,PRJ002,EQP014,2025-07-23,5.92,4.08,10.0,65.66,0.0
USE002036,PRJ002,EQP014,2025-07-24,4.67,7.33,12.0,33.1,3096.04
USE002037,PRJ002,EQP014,2025-07-25,1.7,8.3,10.0,23.51,0.0
USE002038,PRJ002,EQP014,2025-07-26,12.28,3.72,16.0,159.86,3129.67
USE002039,PRJ002,EQP014,2025-08-03,4.97,11.03,16.0,75.69,222.29
USE002040,PRJ002,EQP014,2025-08-04,8.95,1.05,10.0,157.17,0.0
USE002041,PRJ002,EQP014,2025-08-07,9.88,0.12,10.0,94.32,0.0
USE002042,PRJ002,EQP014,2025-08-14,8.02,1.98,10.0,111.51,0.0
USE002043,PRJ002,EQP014,2025-08-19,7.83,4.17,12.0,61.95,0.0
USE002044,PRJ002,EQP014,2025-08-20,4.54,5.46,10.0,30.6,3028.79
USE002045,PRJ002,EQP014,2025-08-22,5.16,2.84,8.0,63.44,1520.18
USE002046,PRJ002,EQP014,2025-08-23,6.28,5.72,12.0,79.56,0.0
USE002047,PRJ002,EQP014,2025-08-24,2.09,9.91,12.0,23.77,0.0
USE002048,PRJ002,EQP014,2025-08-27,2.51,7.49,10.0,38.61,0.0
USE002049,PRJ002,EQP014,2025-09-03,7.64,2.36,10.0,147.59,0.0
USE002050,PRJ002,EQP014,2025-09-04,9.14,0.86,10.0,139.68,0.0
USE002051,PRJ002,EQP014,2025-09-06,1.78,8.22,10.0,30.11,0.0
USE002052,PRJ002,EQP014,2025-09-08,1.89,8.11,10.0,39.65,0.0
USE002053,PRJ002,EQP014,2025-09-12,6.22,3.78,10.0,33.35,0.0
USE002054,PRJ002,EQP014,2025-09-14,18.13,5.87,24.0,394.26,0.0
USE002055,PRJ002,EQP014,2025-09-18,20.97,3.03,24.0,305.36,0.0
USE002056,PRJ002,EQP014,2025-09-23,1.7,10.3,12.0,34.97,0.0
USE002057,PRJ002,EQP014,2025-09-26,1.88,6.12,8.0,33.97,0.0
USE002058,PRJ002,EQP014,2025-09-27,4.54,5.46,10.0,65.14,2477.61
USE002059,PRJ002,EQP014,2025-09-30,4.37,5.63,10.0,91.32,0.0
USE002060,PRJ002,EQP014,2025-10-01,5.92,4.08,10.0,47.72,0.0
USE002061,PRJ002,EQP014,2025-10-03,15.67,8.33,24.0,241.3,0.0
USE002062,PRJ002,EQP014,2025-10-05,2.01,5.99,8.0,39.2,3431.73
USE002063,PRJ002,EQP014,2025-10-06,15.36,8.64,24.0,282.19,0.0
USE002064,PRJ002,EQP014,2025-10-14,14.28,9.72,24.0,199.36,0.0
USE002065,PRJ002,EQP014,2025-10-16,8.53,1.47,10.0,58.6,0.0
USE002066,PRJ002,EQP014,2025-10-17,6.45,3.55,10.0,53.03,0.0
USE002067,PRJ002,EQP014,2025-10-18,3.62,4.38,8.0,20.75,562.7
USE002068,PRJ002,EQP014,2025-10-20,4.3,5.7,10.0,59.56,0.0
USE002069,PRJ002,EQP014,2025-10-21,21.19,2.81,24.0,110.74,0.0
USE002070,PRJ002,EQP014,2025-10-24,6.63,1.37,8.0,127.4,2362.27
USE002071,PRJ002,EQP014,2025-10-28,2.98,13.02,16.0,50.69,0.0
USE002072,PRJ002,EQP014,2025-10-31,5.65,2.35,8.0,54.39,303.7
USE002073,PRJ002,EQP014,2025-11-01,6.52,17.48,24.0,77.8,0.0
USE002074,PRJ002,EQP014,2025-11-02,2.57,13.43,16.0,36.59,1750.6
USE002075,PRJ002,EQP014,2025-11-06,1.51,14.49,16.0,7.95,0.0
USE002076,PRJ002,EQP014,2025-11-07,9.07,0.93,10.0,88.34,2991.92
USE002077,PRJ002,EQP014,2025-11-09,6.34,1.66,8.0,113.96,0.0
USE002078,PRJ002,EQP014,2025-11-10,3.31,20.69,24.0,66.31,0.0
USE002079,PRJ002,EQP014,2025-11-11,4.17,11.83,16.0,58.42,0.0
USE002080,PRJ002,EQP014,2025-11-12,6.32,1.68,8.0,88.66,1007.15
USE002081,PRJ002,EQP014,2025-11-13,5.11,4.89,10.0,57.52,0.0
USE002082,PRJ002,EQP014,2025-11-14,4.73,5.27,10.0,89.02,0.0
USE002083,PRJ002,EQP014,2025-11-15,11.34,0.66,12.0,226.78,1537.02
USE002084,PRJ002,EQP014,2025-11-23,2.98,9.02,12.0,41.58,0.0
USE002085,PRJ002,EQP014,2025-11-27,7.13,0.87,8.0,45.35,0.0
USE002086,PRJ002,EQP014,2025-11-29,3.04,12.96,16.0,37.64,0.0
USE002087,PRJ002,EQP014,2025-11-30,7.51,8.49,16.0,161.04,1259.74
USE002088,PRJ002,EQP014,2025-12-03,5.8,4.2,10.0,105.92,0.0
USE002089,PRJ002,EQP014,2025-12-04,3.21,4.79,8.0,69.14,0.0
USE002090,PRJ002,EQP014,2025-12-06,7.72,2.28,10.0,95.72,0.0
USE002091,PRJ002,EQP014,2025-12-09,7.63,16.37,24.0,45.03,0.0
USE002092,PRJ002,EQP014,2025-12-10,4.34,5.66,10.0,57.74,0.0
USE002093,PRJ002,EQP014,2025-12-11,6.04,3.96,10.0,77.75,0.0
USE002094,PRJ002,EQP014,2025-12-13,7.53,4.47,12.0,115.18,1535.41
USE002095,PRJ002,EQP014,2025-12-15,8.59,1.41,10.0,134.26,0.0
USE002096,PRJ002,EQP014,2025-12-17,5.17,6.83,12.0,101.69,0.0
USE002097,PRJ002,EQP014,2025-12-19,1.72,6.28,8.0,9.39,0.0
USE002098,PRJ002,EQP014,2025-12-21,5.88,2.12,8.0,77.72,0.0
USE002099,PRJ002,EQP014,2025-12-22,4.97,3.03,8.0,74.36,0.0
USE002100,PRJ002,EQP014,2025-12-24,7.58,0.42,8.0,90.13,0.0
USE002101,PRJ003,EQP015,2025-01-12,3.3,8.7,12.0,44.1,866.13
USE002102,PRJ003,EQP015,2025-01-13,3.32,8.68,12.0,32.95,3007.82
USE002103,PRJ003,EQP015,2025-01-14,5.24,6.76,12.0,79.47,1454.77
USE002104,PRJ003,EQP015,2025-01-17,3.83,12.17,16.0,63.19,2955.92
USE002105,PRJ003,EQP015,2025-01-20,8.91,1.09,10.0,108.07,1180.89
USE002106,PRJ003,EQP015,2025-01-23,4.55,7.45,12.0,63.73,2305.61
USE002107,PRJ003,EQP015,2025-01-24,3.7,8.3,12.0,57.26,0.0
USE002108,PRJ003,EQP015,2025-01-27,9.75,0.25,10.0,50.82,2759.7
USE002109,PRJ003,EQP015,2025-01-28,9.5,0.5,10.0,186.57,0.0
USE002110,PRJ003,EQP015,2025-01-30,4.99,7.01,12.0,62.92,0.0
USE002111,PRJ003,EQP015,2025-02-02,8.23,3.77,12.0,59.17,1953.25
USE002112,PRJ003,EQP015,2025-02-05,7.65,0.35,8.0,115.33,0.0
USE002113,PRJ003,EQP015,2025-02-06,3.94,6.06,10.0,29.99,0.0
USE002114,PRJ003,EQP015,2025-02-07,3.01,4.99,8.0,51.54,0.0
USE002115,PRJ003,EQP015,2025-02-10,9.17,0.83,10.0,133.95,0.0
USE002116,PRJ003,EQP015,2025-02-12,8.59,1.41,10.0,54.46,692.1
USE002117,PRJ003,EQP015,2025-02-13,4.63,3.37,8.0,53.62,0.0
USE002118,PRJ003,EQP015,2025-02-14,4.74,5.26,10.0,36.57,0.0
USE002119,PRJ003,EQP015,2025-02-16,15.91,0.09,16.0,111.31,1527.64
USE002120,PRJ003,EQP015,2025-02-18,5.28,6.72,12.0,105.26,0.0
USE002121,PRJ003,EQP015,2025-02-19,4.53,5.47,10.0,63.84,0.0
USE002122,PRJ003,EQP015,2025-02-25,1.83,6.17,8.0,30.28,1753.6
USE002123,PRJ003,EQP015,2025-03-02,4.67,7.33,12.0,36.99,0.0
USE002124,PRJ003,EQP015,2025-03-05,2.2,7.8,10.0,20.27,3036.09
USE002125,PRJ003,EQP015,2025-03-06,8.75,1.25,10.0,184.44,0.0
USE002126,PRJ003,EQP015,2025-03-11,7.44,2.56,10.0,88.13,2208.97
USE002127,PRJ003,EQP015,2025-03-13,2.9,9.1,12.0,35.71,842.08
USE002128,PRJ003,EQP015,2025-03-15,8.64,3.36,12.0,81.06,0.0
USE002129,PRJ003,EQP015,2025-03-16,12.18,11.82,24.0,195.93,0.0
USE002130,PRJ003,EQP015,2025-03-19,2.0,10.0,12.0,27.77,0.0
USE002131,PRJ003,EQP015,2025-03-22,5.5,2.5,8.0,85.34,2005.13
USE002132,PRJ003,EQP015,2025-03-24,5.59,4.41,10.0,59.74,0.0
USE002133,PRJ003,EQP015,2025-03-26,9.22,0.78,10.0,87.89,0.0
USE002134,PRJ003,EQP015,2025-03-28,9.66,2.34,12.0,166.81,0.0
USE002135,PRJ003,EQP015,2025-04-01,6.81,1.19,8.0,135.3,0.0
USE002136,PRJ003,EQP015,2025-04-04,2.8,7.2,10.0,45.99,2325.55
USE002137,PRJ003,EQP015,2025-04-06,6.77,3.23,10.0,148.78,714.59
USE002138,PRJ003,EQP015,2025-04-11,3.32,6.68,10.0,60.99,0.0
USE002139,PRJ003,EQP015,2025-04-12,8.79,1.21,10.0,107.59,0.0
USE002140,PRJ003,EQP015,2025-04-16,4.79,11.21,16.0,72.17,0.0
USE002141,PRJ003,EQP015,2025-04-20,12.7,3.3,16.0,260.89,0.0
USE002142,PRJ003,EQP015,2025-04-24,5.73,4.27,10.0,107.56,0.0
USE002143,PRJ003,EQP015,2025-04-25,5.86,2.14,8.0,30.33,0.0
USE002144,PRJ003,EQP015,2025-04-26,6.11,9.89,16.0,89.69,0.0
USE002145,PRJ003,EQP015,2025-04-27,5.04,2.96,8.0,26.15,0.0
USE002146,PRJ003,EQP015,2025-04-28,3.73,6.27,10.0,30.7,0.0
USE002147,PRJ003,EQP015,2025-05-02,13.65,2.35,16.0,176.4,2868.6
USE002148,PRJ003,EQP015,2025-05-03,5.16,4.84,10.0,61.67,0.0
USE002149,PRJ003,EQP015,2025-05-05,4.89,5.11,10.0,74.19,0.0
USE002150,PRJ003,EQP015,2025-05-08,7.03,4.97,12.0,77.2,0.0
